xloc,yloc,sentence,parse,modparse
5.5,6.33,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.2,6.97,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.65,5.46,not very far behind the left edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.28,5.1,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.34,6.85,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.72,6.7,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.91,6.97,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,5.32,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.12,5.72,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.85,5.59,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.57,5.67,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.76,6.14,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
6.0,6.51,not very far in front of the near right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.82,6.17,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.8,5.67,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.68,6.98,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.89,5.99,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.52,5.21,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.11,6.39,somewhat far to the left of the near right corner of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (DT the) (JJ near) (JJ right) (NN corner))) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.78,6.48,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.05,5.96,not very far in front of the near left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,5.55,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.71,6.09,somewhat near behind the right side of the table,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN behind) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (JJ near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN side)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.41,5.89,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.57,6.68,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.84,5.6,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.34,5.05,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.38,6.15,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.43,6.32,somewhat near to the left of the near half of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.11,6.24,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.91,6.92,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.33,5.71,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.29,6.83,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.91,6.82,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.73,5.34,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.81,6.89,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.42,5.43,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.35,6.52,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.19,6.53,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,6.05,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.39,5.39,somewhat near to the left of the far edge of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.33,6.27,not very far behind the far left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.26,6.92,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.19,6.83,not very far in front of the center of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,6.26,somewhat far in front of the near end of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN end)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.81,6.74,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.31,5.14,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.03,5.84,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.53,6.0,somewhat near to the right of the center of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.72,6.5,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.95,5.42,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.93,5.78,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.74,6.62,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.14,5.53,somewhat far behind the far end of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN end)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.3,5.87,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.07,5.78,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.09,6.53,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.55,5.18,not very far behind the left edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,6.7,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.64,6.39,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.33,6.9,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.43,6.33,somewhat near to the left of the near half of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.98,6.95,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.52,5.18,somewhat near to the right of the near end of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN end)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.94,6.23,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.68,5.46,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.29,6.58,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.22,6.23,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.91,5.93,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.2,5.92,not very near in front of the near left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,6.87,not very near to the left of the middle of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.53,5.2,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.91,6.5,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.16,6.62,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.14,5.23,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.28,6.04,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.65,6.0,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.17,6.59,not very near in front of the right side of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN side)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.22,5.51,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
