loc_x,loc_y,sentence,parsetree
5.03,5.99,not very far in front of the near edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.62,5.66,not very far behind the near left corner of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN chair))))))))
5.95,6.3,not very near in front of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.28,6.09,not very near from the near end of the edge of the right half of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.21,5.39,not very far to the right of the left end of the edge of the near half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))))))
5.55,5.7,not very near behind the near end of the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.67,6.53,not very far from the left corner of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.28,6.9,somewhat far to the right side of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.06,5.85,not very near to the right of the far end of the edge of the left half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.06,5.17,not very far behind the center of the right edge of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.05,6.16,not very far from the edge of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.48,6.18,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.26,6.61,somewhat far from the far left corner of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.47,6.86,very far in front of the left half of the cup,(S1 (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.69,5.77,not very far to the right of the left corner of the near half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN chair))))))))))
5.42,5.37,not very far behind the middle of the left edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.55,5.02,not very far behind the left side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.0,5.9,somewhat far from the near edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.23,5.64,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.45,5.98,not very near to the left of the right half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))))
5.45,6.77,somewhat far from the left corner of the near half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.48,5.07,in the left half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.39,5.02,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.47,5.1,not very far from the middle of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.37,5.09,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.3,5.83,somewhat near to the right of the left corner of the far half of the table surface,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))))
5.31,5.47,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.89,6.61,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.83,6.3,not very far to the right of the center of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.89,6.94,very far to the near side of the left edge of the chair,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.32,6.28,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.98,6.57,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.93,6.25,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.85,5.86,not very far in front of the right corner of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.1,5.67,not very far in front of the center of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.84,6.09,not very near from the right edge of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.71,5.32,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.21,6.05,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.37,6.99,very far from the near end of the edge of the left half of the bottle,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.06,6.91,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.59,5.02,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.0,5.45,not very near behind the left corner of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.58,6.24,not very near from the far corner of the right half of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.74,6.38,not very far to the middle of the left edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.73,6.78,somewhat far to the far end of the right edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.06,6.57,somewhat far to the middle of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.17,6.15,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.46,5.86,not very near behind the near corner of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.78,6.6,not very far to the right side of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.56,5.1,somewhat near in front of the right side of the cup,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.58,5.74,not very far from the left side of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.51,5.97,at the left side of the bottle,(S1 (FRAG (PP (IN at) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.36,6.18,not very near to the right of the right side of the edge of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.72,6.79,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.25,6.93,not very far behind the near side of the edge of the left half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ near) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))))
5.33,5.2,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.16,5.01,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.05,5.65,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.79,6.13,somewhat near to the left of the far corner of the right half of the table surface,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (DT the) (ADJP (VBN left) (PP (IN of) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (DT the) (JJ right) (NN half))) (PP (IN of) (NP (DT the) (NN table)))))) (NN surface)))))
5.87,5.62,in the near half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.16,5.75,on the near half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.22,5.44,not very near in front of the near corner of the left half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))))
5.77,5.22,not very near to the right of the far end of the left edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.71,6.81,somewhat far to the center of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.83,5.37,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.79,5.39,somewhat far from the far end of the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.0,6.88,very far from the right corner of the near half of the cup,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup)))))))
5.79,5.6,not very near behind the near end of the left edge of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.44,5.31,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.44,5.45,somewhat far to the left side of the near edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.44,6.44,somewhat far in front of the far end of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.01,6.5,somewhat far to the middle of the edge of the far half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.52,6.04,somewhat far from the right side of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.32,6.11,somewhat near in front of the left side of the edge of the near half of the bottle,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))))
5.31,5.53,somewhat far to the far end of the left edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.81,5.53,somewhat far to the right side of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.81,6.51,not very near behind the right side of the edge of the far half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))))))
5.75,6.67,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.98,5.36,not very near to the right of the near corner of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.55,5.55,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.04,5.58,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.82,5.47,not very far to the right of the middle of the left edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.72,6.48,very far to the right corner of the near half of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup)))))))
5.25,6.93,somewhat far to the left edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.97,5.53,not very near behind the right edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.29,6.84,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.72,6.79,somewhat far to the far right corner of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.92,6.14,somewhat far in front of the right edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.54,6.69,somewhat far to the near end of the left edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.93,5.78,somewhat far to the right of the left side of the near edge of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))))
5.37,6.39,in the left half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.95,6.78,somewhat far to the right side of the edge of the far half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
6.0,5.67,not very near behind the left half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))
5.34,5.62,somewhat far from the edge of the far half of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.19,6.22,somewhat near in front of the far end of the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))))
5.6,5.6,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.32,6.16,not very far behind the edge of the far half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.49,5.06,not very far from the left side of the far edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.65,6.74,very far to the far end of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.11,6.98,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.89,6.7,somewhat far to the far corner of the left half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.47,5.65,not very far behind the center of the edge of the near half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))))
5.71,5.38,somewhat far behind the far corner of the right half of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))
5.82,5.68,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.09,6.19,not very far to the right of the left side of the edge of the near half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))))))))
5.56,6.6,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.3,6.28,very far to the near end of the edge of the left half of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))
5.62,5.43,somewhat near to the right of the near edge of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))
5.04,5.47,somewhat far to the right corner of the near half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.67,5.67,not very near to the right of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.42,6.48,very far to the right of the far left corner of the chair,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.28,5.22,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
