LOCATION,REGION,NEARFAR,PRECISE,PHRASE
88,EXTREME,FAR,T,very close to the other end of the table
26,MODERATE,NEAR,T,on this side of the middle of the table
84,MODERATE,FAR,T,down the table
70,MODERATE,FAR,T,not far from the other end of the table
8,EXTREME,NEAR,T,nearly at my end of the table
61,MIDDLE,FAR,T,near the center of the table
69,MIDDLE,FAR,NIL,not far from the middle of the table
1,EXTREME,NEAR,T,on the near end of the table
62,MIDDLE,FAR,T,close to the center of the table
8,EXTREME,NEAR,T,nearly at the near end of the table
18,MODERATE,NEAR,T,not far from this end of the table
94,EXTREME,FAR,T,very near that end of the table
85,MODERATE,FAR,T,on the other side of the middle of the table
26,MIDDLE,NEAR,T,not far from the center of the table
73,MODERATE,FAR,T,past the middle of the table
69,MIDDLE,FAR,T,toward the center of the table
42,MIDDLE,NEAR,T,near the middle of the table
1,EXTREME,NEAR,T,on my end of the table
10,EXTREME,NEAR,T,nearly at my end of the table
2,EXTREME,NEAR,T,at my end of the table
32,MIDDLE,NEAR,NIL,on the table
83,MODERATE,FAR,NIL,on the table
70,MIDDLE,FAR,T,toward the center of the table
28,MIDDLE,NEAR,T,close to the center of the table
87,EXTREME,FAR,T,nearly at the other end of the table
76,MODERATE,FAR,T,near the far end of the table
62,MIDDLE,FAR,T,close to the center of the table
47,MIDDLE,NEAR,T,very near the middle of the table
34,MIDDLE,NEAR,T,not far from the center of the table
77,MODERATE,FAR,T,past the center of the table
76,MODERATE,FAR,T,past the middle of the table
84,MODERATE,FAR,T,not far from the other end of the table
90,EXTREME,FAR,T,very close to the far end of the table
45,MIDDLE,NEAR,T,toward the center of the table
7,EXTREME,NEAR,T,very near the near end of the table
63,MIDDLE,FAR,T,close to the center of the table
93,EXTREME,FAR,T,very near the other end of the table
71,MODERATE,FAR,NIL,not far from the end of the table
93,EXTREME,FAR,T,nearly at the other end of the table
39,MIDDLE,NEAR,T,toward the middle of the table
55,MIDDLE,FAR,T,near the center of the table
50,MIDDLE,FAR,T,in the center of the table
22,MIDDLE,NEAR,T,toward the center of the table
16,MODERATE,NEAR,T,on this side of the middle of the table
68,MIDDLE,FAR,T,toward the center of the table
1,EXTREME,NEAR,T,at this end of the table
91,EXTREME,FAR,T,very close to that end of the table
71,MIDDLE,FAR,T,not far from the center of the table
3,EXTREME,NEAR,T,on this end of the table
49,MIDDLE,NEAR,T,in the center of the table
28,MIDDLE,NEAR,T,not far from the center of the table
37,MIDDLE,NEAR,T,close to the middle of the table
91,EXTREME,FAR,T,very close to that end of the table
43,MIDDLE,NEAR,NIL,near the middle of the table
90,EXTREME,FAR,NIL,nearly at the end of the table
76,MODERATE,FAR,T,on the other side of the middle of the table
58,MIDDLE,FAR,T,close to the middle of the table
36,MIDDLE,NEAR,T,not far from the middle of the table
97,EXTREME,FAR,T,on the other end of the table
51,MIDDLE,FAR,T,in the middle of the table
81,EXTREME,FAR,T,very near that end of the table
46,MIDDLE,NEAR,NIL,near the center of the table
99,EXTREME,FAR,NIL,nearly at the end of the table
90,EXTREME,FAR,T,very near the far end of the table
74,MIDDLE,FAR,T,not far from the middle of the table
11,EXTREME,NEAR,T,nearly at my end of the table
29,MODERATE,NEAR,T,not past the center of the table
78,MODERATE,FAR,T,not far from that end of the table
56,MIDDLE,FAR,T,close to the middle of the table
52,MIDDLE,FAR,T,at the center of the table
16,MODERATE,NEAR,NIL,near the end of the table
63,MIDDLE,FAR,T,toward the middle of the table
90,EXTREME,FAR,T,nearly at the far end of the table
70,MIDDLE,FAR,T,not far from the middle of the table
14,MODERATE,NEAR,T,closer  than the middle of the table
69,MIDDLE,FAR,T,not far from the center of the table
87,EXTREME,FAR,T,nearly at the other end of the table
64,MIDDLE,FAR,T,near the center of the table
7,EXTREME,NEAR,T,very near this end of the table
64,MIDDLE,FAR,T,close to the middle of the table
39,MIDDLE,NEAR,T,toward the middle of the table
92,EXTREME,FAR,T,very near the far end of the table
24,MIDDLE,NEAR,T,toward the center of the table
98,EXTREME,FAR,NIL,very close to the end of the table
50,MIDDLE,FAR,T,in the middle of the table
1,EXTREME,NEAR,T,at this end of the table
63,MIDDLE,FAR,T,toward the center of the table
80,MODERATE,FAR,T,down the table
52,MIDDLE,FAR,T,at the middle of the table
9,EXTREME,NEAR,NIL,very close to the end of the table
90,EXTREME,FAR,T,very close to that end of the table
37,MIDDLE,NEAR,NIL,on the table
30,MIDDLE,NEAR,T,close to the center of the table
5,EXTREME,NEAR,T,on this end of the table
4,EXTREME,NEAR,NIL,very near the end of the table
96,EXTREME,FAR,T,on that end of the table
55,MIDDLE,FAR,T,toward the center of the table
54,MIDDLE,FAR,T,in the center of the table
35,MIDDLE,NEAR,T,toward the middle of the table
33,MIDDLE,NEAR,T,near the center of the table
66,MIDDLE,FAR,T,toward the center of the table
1,EXTREME,NEAR,T,on the near end of the table
36,MIDDLE,NEAR,T,toward the middle of the table
43,MIDDLE,NEAR,T,toward the center of the table
80,MODERATE,FAR,T,down the table
63,MIDDLE,FAR,NIL,near the center of the table
13,EXTREME,NEAR,T,very near the near end of the table
13,EXTREME,NEAR,NIL,nearly at the end of the table
76,MODERATE,FAR,T,past the center of the table
3,EXTREME,NEAR,NIL,very near the end of the table
7,EXTREME,NEAR,T,very near my end of the table
42,MIDDLE,NEAR,T,near the center of the table
67,MIDDLE,FAR,T,toward the middle of the table
59,MIDDLE,FAR,T,near the middle of the table
14,EXTREME,NEAR,T,very near my end of the table
16,EXTREME,NEAR,T,very close to the near end of the table
93,EXTREME,FAR,T,nearly at that end of the table
37,MIDDLE,NEAR,NIL,near the center of the table
85,MODERATE,FAR,T,down the table
62,MIDDLE,FAR,T,near the center of the table
40,MIDDLE,NEAR,NIL,on the table
73,MIDDLE,FAR,T,close to the center of the table
71,MIDDLE,FAR,T,near the center of the table
18,MODERATE,NEAR,T,on this side of the center of the table
98,EXTREME,FAR,T,at the other end of the table
40,MIDDLE,NEAR,T,close to the middle of the table
25,MIDDLE,NEAR,NIL,near the middle of the table
37,MIDDLE,NEAR,T,close to the center of the table
12,EXTREME,NEAR,T,nearly at my end of the table
18,EXTREME,NEAR,T,very close to this end of the table
89,EXTREME,FAR,T,very close to the far end of the table
36,MIDDLE,NEAR,NIL,on the table
15,MIDDLE,NEAR,NIL,around the center of the table
47,MIDDLE,NEAR,T,at the center of the table
21,MODERATE,NEAR,NIL,on the table
85,MODERATE,FAR,T,on the other side of the center of the table
91,EXTREME,FAR,T,nearly at the other end of the table
18,MODERATE,NEAR,T,closer  than the middle of the table
91,EXTREME,FAR,T,very near the other end of the table
70,MIDDLE,FAR,T,not far from the middle of the table
34,MIDDLE,NEAR,NIL,near the center of the table
17,EXTREME,NEAR,NIL,very close to the end of the table
98,EXTREME,FAR,T,on the far end of the table
88,EXTREME,FAR,T,nearly at that end of the table
59,MIDDLE,FAR,T,toward the middle of the table
19,MODERATE,NEAR,T,near this end of the table
62,MIDDLE,FAR,T,near the center of the table
1,EXTREME,NEAR,T,at this end of the table
98,EXTREME,FAR,NIL,nearly at the end of the table
49,MIDDLE,NEAR,NIL,on the table
49,MIDDLE,NEAR,NIL,around the middle of the table
71,MIDDLE,FAR,NIL,not far from the middle of the table
48,MIDDLE,NEAR,T,very near the middle of the table
46,MIDDLE,NEAR,T,in the middle of the table
27,MIDDLE,NEAR,T,not far from the middle of the table
42,MIDDLE,NEAR,T,close to the center of the table
66,MIDDLE,FAR,T,near the center of the table
29,MIDDLE,NEAR,NIL,around the middle of the table
44,MIDDLE,NEAR,T,not far from the center of the table
81,MODERATE,FAR,T,past the center of the table
11,EXTREME,NEAR,T,very near this end of the table
73,MIDDLE,FAR,T,toward the center of the table
92,EXTREME,FAR,T,nearly at the other end of the table
55,MIDDLE,FAR,T,near the center of the table
14,EXTREME,NEAR,T,very near this end of the table
19,MODERATE,NEAR,T,on my side of the middle of the table
98,EXTREME,FAR,T,on the far end of the table
81,MODERATE,FAR,T,on the other side of the center of the table
38,MIDDLE,NEAR,NIL,around the center of the table
17,MODERATE,NEAR,NIL,on the table
56,MIDDLE,FAR,NIL,on the table
25,MODERATE,NEAR,T,closer  than the center of the table
35,MIDDLE,NEAR,T,not far from the center of the table
85,EXTREME,FAR,T,very close to that end of the table
74,MODERATE,FAR,T,past the middle of the table
46,MIDDLE,NEAR,T,at the center of the table
74,MIDDLE,FAR,T,toward the middle of the table
13,EXTREME,NEAR,T,very near the near end of the table
62,MIDDLE,FAR,T,near the center of the table
1,EXTREME,NEAR,T,on this end of the table
49,MIDDLE,NEAR,T,at the middle of the table
16,EXTREME,NEAR,NIL,nearly at the end of the table
56,MIDDLE,FAR,T,not far from the center of the table
61,MIDDLE,FAR,NIL,around the middle of the table
38,MIDDLE,NEAR,T,toward the center of the table
51,MIDDLE,FAR,T,in the center of the table
21,MODERATE,NEAR,T,not past the center of the table
75,MODERATE,FAR,NIL,on the table
94,EXTREME,FAR,T,nearly at that end of the table
33,MIDDLE,NEAR,T,close to the center of the table
1,EXTREME,NEAR,T,on this end of the table
97,EXTREME,FAR,T,on the far end of the table
82,MODERATE,FAR,NIL,on the table
37,MIDDLE,NEAR,T,close to the center of the table
54,MIDDLE,FAR,T,in the center of the table
20,MODERATE,NEAR,T,closer  than the center of the table
28,MODERATE,NEAR,T,on my side of the center of the table
79,MODERATE,FAR,T,past the center of the table
83,MODERATE,FAR,NIL,near the end of the table
31,MIDDLE,NEAR,T,close to the middle of the table
45,MIDDLE,NEAR,T,not far from the center of the table
52,MIDDLE,FAR,NIL,around the middle of the table
79,MODERATE,FAR,NIL,not far from the end of the table
92,EXTREME,FAR,T,very near the other end of the table
38,MIDDLE,NEAR,T,close to the center of the table
22,MIDDLE,NEAR,T,toward the center of the table
69,MIDDLE,FAR,T,near the middle of the table
72,MIDDLE,FAR,T,not far from the middle of the table
7,EXTREME,NEAR,T,very close to this end of the table
30,MIDDLE,NEAR,T,near the middle of the table
64,MIDDLE,FAR,T,close to the center of the table
38,MIDDLE,NEAR,T,not far from the middle of the table
55,MIDDLE,FAR,T,toward the middle of the table
13,EXTREME,NEAR,T,very close to my end of the table
4,EXTREME,NEAR,NIL,nearly at the end of the table
53,MIDDLE,FAR,T,in the middle of the table
80,EXTREME,FAR,NIL,very close to the end of the table
89,EXTREME,FAR,NIL,very near the end of the table
24,MODERATE,NEAR,T,not far from my end of the table
31,MIDDLE,NEAR,T,toward the middle of the table
46,MIDDLE,NEAR,NIL,not far from the center of the table
15,MODERATE,NEAR,T,on this side of the middle of the table
55,MIDDLE,FAR,T,near the center of the table
36,MIDDLE,NEAR,T,toward the middle of the table
97,EXTREME,FAR,T,on the other end of the table
90,EXTREME,FAR,T,nearly at that end of the table
89,MODERATE,FAR,T,past the middle of the table
79,MODERATE,FAR,NIL,not far from the end of the table
21,MODERATE,NEAR,T,on this side of the middle of the table
2,EXTREME,NEAR,T,at this end of the table
67,MIDDLE,FAR,T,close to the middle of the table
71,MIDDLE,FAR,T,close to the center of the table
62,MIDDLE,FAR,NIL,on the table
85,EXTREME,FAR,T,very close to the other end of the table
60,MIDDLE,FAR,T,near the center of the table
99,EXTREME,FAR,T,on the other end of the table
62,MIDDLE,FAR,NIL,around the middle of the table
78,MIDDLE,FAR,NIL,near the middle of the table
19,EXTREME,NEAR,T,very near this end of the table
58,MIDDLE,FAR,NIL,around the middle of the table
88,EXTREME,FAR,T,very near the far end of the table
25,MODERATE,NEAR,T,not past the center of the table
35,MIDDLE,NEAR,T,not far from the center of the table
38,MIDDLE,NEAR,T,toward the middle of the table
64,MIDDLE,FAR,T,toward the center of the table
59,MIDDLE,FAR,T,near the middle of the table
13,EXTREME,NEAR,T,nearly at my end of the table
74,MODERATE,FAR,T,past the middle of the table
7,EXTREME,NEAR,T,very near this end of the table
77,MODERATE,FAR,NIL,on the table
4,EXTREME,NEAR,T,at my end of the table
50,MIDDLE,FAR,T,at the center of the table
30,MIDDLE,NEAR,NIL,not far from the center of the table
54,MIDDLE,FAR,T,in the middle of the table
98,EXTREME,FAR,NIL,very close to the end of the table
37,MIDDLE,NEAR,T,close to the center of the table
68,MIDDLE,FAR,T,near the center of the table
93,EXTREME,FAR,T,very close to that end of the table
17,MODERATE,NEAR,T,on my side of the center of the table
20,MODERATE,NEAR,T,near my end of the table
45,MIDDLE,NEAR,T,not far from the center of the table
84,MODERATE,FAR,T,past the middle of the table
18,MODERATE,NEAR,T,on this side of the middle of the table
65,MIDDLE,FAR,T,close to the center of the table
1,EXTREME,NEAR,T,on my end of the table
50,MIDDLE,FAR,T,very near the center of the table
56,MIDDLE,FAR,T,near the center of the table
83,MODERATE,FAR,T,down the table
3,EXTREME,NEAR,T,at this end of the table
20,MODERATE,NEAR,T,closer  than the middle of the table
27,MODERATE,NEAR,T,close to my end of the table
22,MODERATE,NEAR,NIL,near the end of the table
42,MIDDLE,NEAR,T,not far from the center of the table
19,MODERATE,NEAR,NIL,on the table
32,MIDDLE,NEAR,T,close to the middle of the table
62,MIDDLE,FAR,T,close to the middle of the table
19,MODERATE,NEAR,NIL,on the table
10,EXTREME,NEAR,T,very near this end of the table
5,EXTREME,NEAR,NIL,very close to the end of the table
94,EXTREME,FAR,T,nearly at the other end of the table
45,MIDDLE,NEAR,T,not far from the center of the table
24,MIDDLE,NEAR,T,close to the center of the table
16,MODERATE,NEAR,NIL,toward the end of the table
63,MIDDLE,FAR,T,toward the middle of the table
86,MODERATE,FAR,T,close to that end of the table
28,MIDDLE,NEAR,NIL,around the center of the table
67,MIDDLE,FAR,T,close to the center of the table
70,MODERATE,FAR,NIL,toward the end of the table
98,EXTREME,FAR,T,at the far end of the table
41,MIDDLE,NEAR,NIL,not far from the center of the table
17,MODERATE,NEAR,NIL,on the table
40,MIDDLE,NEAR,T,not far from the center of the table
58,MIDDLE,FAR,T,close to the middle of the table
89,EXTREME,FAR,NIL,very close to the end of the table
51,MIDDLE,FAR,T,very near the middle of the table
61,MIDDLE,FAR,T,not far from the center of the table
57,MIDDLE,FAR,T,not far from the middle of the table
55,MIDDLE,FAR,T,not far from the center of the table
75,MIDDLE,FAR,NIL,not far from the middle of the table
97,EXTREME,FAR,NIL,very near the end of the table
1,EXTREME,NEAR,T,on the near end of the table
82,MODERATE,FAR,T,on the other side of the middle of the table
34,MIDDLE,NEAR,NIL,around the middle of the table
8,EXTREME,NEAR,T,nearly at this end of the table
73,MIDDLE,FAR,T,close to the middle of the table
98,EXTREME,FAR,T,at the far end of the table
71,MODERATE,FAR,T,close to the far end of the table
97,EXTREME,FAR,T,on the far end of the table
35,MIDDLE,NEAR,T,near the middle of the table
20,MODERATE,NEAR,T,near this end of the table
50,MIDDLE,FAR,T,in the center of the table
36,MIDDLE,NEAR,T,not far from the middle of the table
10,EXTREME,NEAR,T,very close to this end of the table
66,MIDDLE,FAR,NIL,around the middle of the table
39,MIDDLE,NEAR,T,toward the middle of the table
80,MIDDLE,FAR,T,close to the center of the table
36,MIDDLE,NEAR,NIL,near the center of the table
17,EXTREME,NEAR,NIL,nearly at the end of the table
59,MIDDLE,FAR,T,toward the center of the table
73,MODERATE,FAR,NIL,on the table
42,MIDDLE,NEAR,T,toward the middle of the table
16,EXTREME,NEAR,T,very near the near end of the table
1,EXTREME,NEAR,T,at my end of the table
62,MIDDLE,FAR,NIL,around the center of the table
88,EXTREME,FAR,T,very near the other end of the table
52,MIDDLE,FAR,T,very near the center of the table
43,MIDDLE,NEAR,T,near the middle of the table
7,EXTREME,NEAR,T,very near this end of the table
79,MODERATE,FAR,T,on the other side of the center of the table
38,MIDDLE,NEAR,T,toward the center of the table
89,EXTREME,FAR,NIL,nearly at the end of the table
36,MIDDLE,NEAR,T,near the middle of the table
46,MIDDLE,NEAR,T,at the center of the table
12,EXTREME,NEAR,T,very near this end of the table
96,EXTREME,FAR,NIL,nearly at the end of the table
19,MODERATE,NEAR,T,closer to me than the center of the table
66,MIDDLE,FAR,T,toward the center of the table
83,MODERATE,FAR,T,down the table
43,MIDDLE,NEAR,NIL,not far from the middle of the table
81,MODERATE,FAR,NIL,on the table
88,EXTREME,FAR,T,very close to that end of the table
10,EXTREME,NEAR,T,nearly at my end of the table
57,MIDDLE,FAR,NIL,on the table
89,MODERATE,FAR,NIL,toward the end of the table
36,MIDDLE,NEAR,T,not far from the middle of the table
54,MIDDLE,FAR,T,in the center of the table
1,EXTREME,NEAR,T,at this end of the table
91,MODERATE,FAR,T,on the other side of the middle of the table
9,EXTREME,NEAR,T,nearly at this end of the table
65,MIDDLE,FAR,T,toward the middle of the table
91,EXTREME,FAR,T,very close to that end of the table
4,EXTREME,NEAR,T,on the near end of the table
52,MIDDLE,FAR,T,in the middle of the table
96,EXTREME,FAR,T,on the far end of the table
87,EXTREME,FAR,T,very close to the far end of the table
96,EXTREME,FAR,NIL,nearly at the end of the table
83,MODERATE,FAR,NIL,on the table
51,MIDDLE,FAR,T,in the middle of the table
67,MIDDLE,FAR,T,toward the middle of the table
16,MODERATE,NEAR,NIL,not far from the end of the table
64,MIDDLE,FAR,NIL,on the table
20,MIDDLE,NEAR,T,not far from the middle of the table
6,EXTREME,NEAR,T,very close to the near end of the table
15,MODERATE,NEAR,T,closer to me than the center of the table
76,MIDDLE,FAR,NIL,near the center of the table
39,MIDDLE,NEAR,T,close to the center of the table
85,EXTREME,FAR,T,very near the other end of the table
22,MODERATE,NEAR,NIL,on the table
48,MIDDLE,NEAR,NIL,not far from the middle of the table
47,MIDDLE,NEAR,T,very near the center of the table
83,MODERATE,FAR,T,on the other side of the middle of the table
57,MIDDLE,FAR,T,toward the center of the table
65,MIDDLE,FAR,NIL,not far from the center of the table
44,MIDDLE,NEAR,T,not far from the middle of the table
1,EXTREME,NEAR,T,on this end of the table
1,EXTREME,NEAR,T,at this end of the table
25,MODERATE,NEAR,T,on my side of the center of the table
1,EXTREME,NEAR,T,on the near end of the table
26,MIDDLE,NEAR,T,near the middle of the table
64,MIDDLE,FAR,T,toward the center of the table
9,EXTREME,NEAR,NIL,nearly at the end of the table
22,MIDDLE,NEAR,NIL,near the center of the table
66,MIDDLE,FAR,NIL,around the center of the table
93,EXTREME,FAR,T,nearly at that end of the table
49,MIDDLE,NEAR,T,at the middle of the table
47,MIDDLE,NEAR,T,at the middle of the table
32,MIDDLE,NEAR,NIL,not far from the center of the table
75,MODERATE,FAR,T,past the middle of the table
81,MODERATE,FAR,T,on the other side of the middle of the table
39,MIDDLE,NEAR,NIL,on the table
58,MIDDLE,FAR,T,not far from the center of the table
19,EXTREME,NEAR,T,very near the near end of the table
42,MIDDLE,NEAR,T,toward the middle of the table
12,EXTREME,NEAR,T,very near the near end of the table
71,MIDDLE,FAR,T,close to the center of the table
1,EXTREME,NEAR,T,at the near end of the table
53,MIDDLE,FAR,T,in the center of the table
85,MODERATE,FAR,T,near the other end of the table
30,MIDDLE,NEAR,T,close to the middle of the table
43,MIDDLE,NEAR,T,near the center of the table
26,MIDDLE,NEAR,T,not far from the center of the table
9,EXTREME,NEAR,T,very near this end of the table
41,MIDDLE,NEAR,T,toward the center of the table
46,MIDDLE,NEAR,T,at the middle of the table
76,MODERATE,FAR,NIL,toward the end of the table
14,MODERATE,NEAR,T,on this side of the center of the table
52,MIDDLE,FAR,T,in the middle of the table
80,MODERATE,FAR,T,down the table
25,MIDDLE,NEAR,T,near the center of the table
83,MODERATE,FAR,NIL,near the end of the table
72,MIDDLE,FAR,T,close to the center of the table
71,MODERATE,FAR,T,past the middle of the table
72,MIDDLE,FAR,T,toward the middle of the table
31,MIDDLE,NEAR,T,close to the center of the table
51,MIDDLE,FAR,T,at the center of the table
23,MIDDLE,NEAR,T,toward the middle of the table
17,EXTREME,NEAR,T,very near this end of the table
25,MIDDLE,NEAR,T,near the center of the table
69,MIDDLE,FAR,T,toward the middle of the table
12,MODERATE,NEAR,T,closer to me than the middle of the table
68,MIDDLE,FAR,T,near the middle of the table
91,EXTREME,FAR,T,very near the other end of the table
35,MIDDLE,NEAR,NIL,near the middle of the table
4,EXTREME,NEAR,T,on the near end of the table
92,EXTREME,FAR,NIL,very close to the end of the table
49,MIDDLE,NEAR,T,very near the center of the table
52,MIDDLE,FAR,T,very near the center of the table
61,MIDDLE,FAR,T,near the center of the table
16,EXTREME,NEAR,T,very close to my end of the table
88,MODERATE,FAR,T,on the other side of the middle of the table
30,MIDDLE,NEAR,T,not far from the middle of the table
67,MIDDLE,FAR,T,not far from the middle of the table
91,EXTREME,FAR,T,very near the far end of the table
59,MIDDLE,FAR,T,toward the middle of the table
14,EXTREME,NEAR,T,nearly at my end of the table
88,EXTREME,FAR,T,very near the far end of the table
28,MODERATE,NEAR,T,on this side of the center of the table
82,EXTREME,FAR,T,very close to the other end of the table
10,MODERATE,NEAR,T,on my side of the middle of the table
53,MIDDLE,FAR,T,very near the center of the table
51,MIDDLE,FAR,T,very near the middle of the table
8,EXTREME,NEAR,T,nearly at the near end of the table
99,EXTREME,FAR,T,on the other end of the table
77,MODERATE,FAR,T,on the other side of the middle of the table
67,MIDDLE,FAR,T,not far from the center of the table
25,MIDDLE,NEAR,NIL,near the middle of the table
24,MODERATE,NEAR,T,not past the center of the table
53,MIDDLE,FAR,T,very near the center of the table
87,EXTREME,FAR,NIL,very close to the end of the table
99,EXTREME,FAR,T,on that end of the table
56,MIDDLE,FAR,T,not far from the center of the table
73,MIDDLE,FAR,T,toward the middle of the table
80,MODERATE,FAR,T,near the far end of the table
60,MIDDLE,FAR,T,toward the center of the table
79,MODERATE,FAR,NIL,toward the end of the table
99,EXTREME,FAR,NIL,nearly at the end of the table
70,MIDDLE,FAR,NIL,around the middle of the table
3,EXTREME,NEAR,T,on the near end of the table
67,MIDDLE,FAR,NIL,around the middle of the table
44,MIDDLE,NEAR,T,not far from the center of the table
49,MIDDLE,NEAR,NIL,on the table
19,MODERATE,NEAR,T,closer to me than the center of the table
94,EXTREME,FAR,T,nearly at the far end of the table
34,MIDDLE,NEAR,T,close to the middle of the table
55,MIDDLE,FAR,NIL,not far from the middle of the table
68,MIDDLE,FAR,T,not far from the center of the table
13,EXTREME,NEAR,T,very close to my end of the table
10,EXTREME,NEAR,T,nearly at the near end of the table
48,MIDDLE,NEAR,T,at the middle of the table
80,MODERATE,FAR,T,on the other side of the middle of the table
26,MIDDLE,NEAR,NIL,not far from the center of the table
31,MIDDLE,NEAR,T,not far from the center of the table
53,MIDDLE,FAR,T,very near the center of the table
67,MIDDLE,FAR,T,near the center of the table
40,MIDDLE,NEAR,T,close to the center of the table
20,MODERATE,NEAR,T,not past the middle of the table
51,MIDDLE,FAR,T,at the center of the table
8,EXTREME,NEAR,T,very near the near end of the table
25,MODERATE,NEAR,T,not far from this end of the table
83,MODERATE,FAR,T,down the table
14,EXTREME,NEAR,NIL,very close to the end of the table
46,MIDDLE,NEAR,NIL,not far from the center of the table
18,MODERATE,NEAR,T,not far from this end of the table
97,EXTREME,FAR,T,on the other end of the table
72,MIDDLE,FAR,T,near the center of the table
82,MODERATE,FAR,T,past the center of the table
13,MODERATE,NEAR,T,near my end of the table
97,EXTREME,FAR,T,on the far end of the table
20,MODERATE,NEAR,T,not past the center of the table
87,EXTREME,FAR,T,very near the far end of the table
88,EXTREME,FAR,NIL,nearly at the end of the table
24,MODERATE,NEAR,T,closer  than the center of the table
61,MIDDLE,FAR,T,not far from the center of the table
65,MIDDLE,FAR,T,close to the center of the table
10,EXTREME,NEAR,T,very near the near end of the table
12,EXTREME,NEAR,NIL,very close to the end of the table
88,EXTREME,FAR,NIL,very near the end of the table
54,MIDDLE,FAR,T,very near the center of the table
26,MODERATE,NEAR,T,not far from my end of the table
81,MODERATE,FAR,T,close to the other end of the table
33,MIDDLE,NEAR,T,toward the middle of the table
54,MIDDLE,FAR,T,at the center of the table
90,EXTREME,FAR,T,very close to the other end of the table
67,MIDDLE,FAR,T,toward the center of the table
81,MODERATE,FAR,T,not far from the far end of the table
70,MIDDLE,FAR,T,not far from the center of the table
35,MIDDLE,NEAR,T,close to the middle of the table
38,MIDDLE,NEAR,T,near the middle of the table
97,EXTREME,FAR,T,at the far end of the table
80,MIDDLE,FAR,T,near the center of the table
81,MIDDLE,FAR,T,close to the center of the table
77,MIDDLE,FAR,T,toward the middle of the table
92,EXTREME,FAR,T,very close to the other end of the table
41,MIDDLE,NEAR,T,toward the center of the table
10,EXTREME,NEAR,T,very close to the near end of the table
8,EXTREME,NEAR,NIL,nearly at the end of the table
44,MIDDLE,NEAR,NIL,not far from the middle of the table
56,MIDDLE,FAR,T,close to the middle of the table
4,EXTREME,NEAR,T,on this end of the table
71,MIDDLE,FAR,NIL,around the center of the table
77,MODERATE,FAR,T,on the other side of the middle of the table
73,MODERATE,FAR,T,close to the other end of the table
58,MIDDLE,FAR,T,toward the center of the table
31,MIDDLE,NEAR,T,close to the center of the table
46,MIDDLE,NEAR,T,very near the middle of the table
93,EXTREME,FAR,T,very near the other end of the table
98,EXTREME,FAR,T,on the far end of the table
36,MIDDLE,NEAR,T,not far from the center of the table
20,MODERATE,NEAR,T,not past the middle of the table
2,EXTREME,NEAR,T,at this end of the table
1,EXTREME,NEAR,T,on my end of the table
10,EXTREME,NEAR,T,very close to my end of the table
21,MIDDLE,NEAR,T,near the middle of the table
4,EXTREME,NEAR,NIL,nearly at the end of the table
89,EXTREME,FAR,NIL,very close to the end of the table
52,MIDDLE,FAR,T,very near the middle of the table
59,MIDDLE,FAR,T,toward the center of the table
28,MIDDLE,NEAR,T,near the center of the table
1,EXTREME,NEAR,T,at my end of the table
65,MIDDLE,FAR,T,toward the middle of the table
76,MODERATE,FAR,T,past the middle of the table
79,MODERATE,FAR,T,past the center of the table
26,MODERATE,NEAR,T,not past the middle of the table
65,MIDDLE,FAR,NIL,around the middle of the table
99,EXTREME,FAR,T,on the far end of the table
35,MIDDLE,NEAR,T,near the middle of the table
86,MODERATE,FAR,T,past the middle of the table
87,EXTREME,FAR,T,very near the other end of the table
14,EXTREME,NEAR,T,nearly at this end of the table
71,MIDDLE,FAR,T,near the middle of the table
27,MIDDLE,NEAR,T,near the middle of the table
84,MODERATE,FAR,NIL,not far from the end of the table
23,MIDDLE,NEAR,T,near the middle of the table
86,EXTREME,FAR,NIL,nearly at the end of the table
25,MIDDLE,NEAR,T,toward the center of the table
15,MODERATE,NEAR,T,not past the middle of the table
95,EXTREME,FAR,T,at the far end of the table
48,MIDDLE,NEAR,T,in the middle of the table
2,EXTREME,NEAR,T,on the near end of the table
51,MIDDLE,FAR,T,at the middle of the table
51,MIDDLE,FAR,T,in the center of the table
25,MIDDLE,NEAR,T,toward the middle of the table
63,MIDDLE,FAR,NIL,not far from the center of the table
11,EXTREME,NEAR,T,very near my end of the table
27,MIDDLE,NEAR,T,not far from the center of the table
52,MIDDLE,FAR,NIL,around the middle of the table
41,MIDDLE,NEAR,T,near the middle of the table
33,MIDDLE,NEAR,T,close to the center of the table
68,MIDDLE,FAR,NIL,around the middle of the table
9,EXTREME,NEAR,T,very near the near end of the table
39,MIDDLE,NEAR,T,close to the center of the table
89,EXTREME,FAR,NIL,very close to the end of the table
33,MIDDLE,NEAR,NIL,near the middle of the table
18,MODERATE,NEAR,T,on my side of the center of the table
99,EXTREME,FAR,T,on that end of the table
1,EXTREME,NEAR,T,at my end of the table
89,EXTREME,FAR,T,very near the other end of the table
4,EXTREME,NEAR,NIL,nearly at the end of the table
25,MIDDLE,NEAR,T,toward the center of the table
27,MODERATE,NEAR,T,closer  than the center of the table
35,MIDDLE,NEAR,T,close to the center of the table
10,MODERATE,NEAR,NIL,toward the end of the table
36,MIDDLE,NEAR,NIL,not far from the middle of the table
29,MIDDLE,NEAR,T,close to the center of the table
36,MIDDLE,NEAR,NIL,near the middle of the table
92,EXTREME,FAR,T,nearly at the other end of the table
68,MIDDLE,FAR,T,not far from the center of the table
